Tarih,Saat,Basinc,Rakim,Sicaklik
12/11/2023,14:1:20,921.37,794.51,19.44
12/11/2023,14:1:26,921.32,795.00,19.44
12/11/2023,14:1:32,921.46,793.74,19.44
12/11/2023,14:1:38,921.47,793.67,19.45
12/11/2023,14:1:44,921.42,794.14,19.46
12/11/2023,14:1:50,921.61,792.43,19.46
12/11/2023,14:1:56,921.44,793.96,19.46
12/11/2023,14:2:2,921.48,793.57,19.46
12/11/2023,14:2:8,921.45,793.84,19.45
12/11/2023,14:2:14,921.45,793.86,19.45
12/11/2023,14:2:20,921.47,793.67,19.46
12/11/2023,14:2:26,921.53,793.08,19.48
12/11/2023,14:2:32,921.52,793.23,19.47
12/11/2023,14:2:38,921.52,793.24,19.49
12/11/2023,14:2:44,921.47,793.67,19.50
12/11/2023,14:2:50,921.39,794.36,19.52
12/11/2023,14:2:56,921.59,792.57,19.51
12/11/2023,14:3:2,921.57,792.71,19.51
12/11/2023,14:3:8,921.62,792.27,19.52
12/11/2023,14:3:14,921.57,792.71,19.52
12/11/2023,14:3:20,921.61,792.36,19.54
12/11/2023,14:3:26,921.38,794.45,19.56
12/11/2023,14:3:33,921.44,793.93,19.57
12/11/2023,14:3:39,921.46,793.76,19.57
12/11/2023,14:3:45,921.69,791.66,19.60
12/11/2023,14:3:51,921.82,790.47,19.60
12/11/2023,14:3:57,921.97,789.18,19.62
12/11/2023,14:4:3,922.16,787.45,19.63
12/11/2023,14:4:9,922.30,786.18,19.64
12/11/2023,14:4:15,922.40,785.30,19.65
12/11/2023,14:4:21,922.59,783.61,19.67
12/11/2023,14:4:27,922.67,782.84,19.68
12/11/2023,14:4:33,922.78,781.92,19.68
12/11/2023,14:4:39,922.63,783.26,19.67
12/11/2023,14:4:45,922.71,782.47,19.66
12/11/2023,14:4:51,922.64,783.10,19.66
12/11/2023,14:4:57,922.83,781.45,19.67
12/11/2023,14:5:3,922.86,781.14,19.66
12/11/2023,14:5:9,922.85,781.23,19.67
12/11/2023,14:5:15,922.88,780.97,19.66
12/11/2023,14:5:21,922.89,780.92,19.66
12/11/2023,14:5:27,923.09,779.05,19.66
12/11/2023,14:5:33,923.03,779.62,19.66
12/11/2023,14:5:39,923.03,779.64,19.66
12/11/2023,14:5:45,923.00,779.87,19.65
12/11/2023,14:5:51,923.04,779.55,19.64
12/11/2023,14:5:57,923.14,778.67,19.63
12/11/2023,14:6:3,923.09,779.08,19.62
12/11/2023,14:6:9,923.20,778.08,19.63
12/11/2023,14:6:15,923.28,777.40,19.63
12/11/2023,14:6:21,923.32,777.01,19.64
12/11/2023,14:6:27,923.43,776.02,19.64
12/11/2023,14:6:33,923.40,776.29,19.63
12/11/2023,14:6:39,923.45,775.87,19.64
12/11/2023,14:6:45,923.26,777.54,19.65
12/11/2023,14:6:51,923.13,778.70,19.66
12/11/2023,14:6:57,923.34,776.87,19.66
12/11/2023,14:7:3,923.65,774.10,19.67
12/11/2023,14:7:9,923.71,773.52,19.70
12/11/2023,14:7:15,923.91,771.78,19.71
12/11/2023,14:7:21,924.09,770.16,19.71
12/11/2023,14:7:27,924.18,769.28,19.72
12/11/2023,14:7:33,924.22,768.96,19.73
12/11/2023,14:7:39,924.43,767.08,19.73
12/11/2023,14:7:45,924.58,765.76,19.74
12/11/2023,14:7:51,924.59,765.62,19.74
12/11/2023,14:7:57,924.48,766.65,19.76
12/11/2023,14:8:3,924.50,766.41,19.75
12/11/2023,14:8:9,924.74,764.27,19.76
12/11/2023,14:8:15,924.74,764.29,19.76
12/11/2023,14:8:21,924.67,764.97,19.78
12/11/2023,14:8:27,924.68,764.80,19.79
12/11/2023,14:8:33,924.67,764.93,19.81
12/11/2023,14:8:39,924.75,764.25,19.81
12/11/2023,14:8:45,924.71,764.53,19.83
12/11/2023,14:8:51,924.76,764.08,19.83
12/11/2023,14:8:57,924.88,763.01,19.86
12/11/2023,14:9:3,925.00,761.94,19.87
12/11/2023,14:9:9,925.06,761.46,19.87
12/11/2023,14:9:15,925.19,760.22,19.87
12/11/2023,14:9:21,925.33,759.05,19.89
12/11/2023,14:9:28,925.44,758.07,19.89
12/11/2023,14:9:34,925.38,758.53,19.90
12/11/2023,14:9:40,925.42,758.20,19.94
12/11/2023,14:9:46,925.49,757.58,19.95
12/11/2023,14:9:52,925.55,757.00,19.95
12/11/2023,14:9:58,925.66,756.10,19.95
12/11/2023,14:10:4,925.81,754.67,19.96
12/11/2023,14:10:10,925.83,754.53,19.97
12/11/2023,14:10:43,767.75,2279.49,42.50
12/11/2023,14:10:49,926.34,749.93,19.87
12/11/2023,14:10:55,926.39,749.47,19.88
12/11/2023,14:11:1,926.35,749.91,19.88
12/11/2023,14:11:7,926.47,748.82,19.89
12/11/2023,14:11:13,926.57,747.92,19.89
12/11/2023,14:11:19,926.65,747.20,19.89
12/11/2023,14:11:25,926.80,745.86,19.89
12/11/2023,14:11:31,926.73,746.50,19.89
12/11/2023,14:11:37,926.69,746.83,19.90
12/11/2023,14:11:43,926.79,745.93,19.92
12/11/2023,14:11:49,926.78,746.06,19.93
12/11/2023,14:11:55,926.60,747.68,19.91
12/11/2023,14:12:1,926.62,747.49,19.91
12/11/2023,14:12:7,926.41,749.30,19.91
12/11/2023,14:12:13,926.65,747.17,19.90
12/11/2023,14:12:19,926.81,745.74,19.90
12/11/2023,14:12:25,926.82,745.68,19.90
12/11/2023,14:12:31,926.93,744.72,19.92
12/11/2023,14:12:37,927.00,744.02,19.93
12/11/2023,14:12:43,926.95,744.47,19.92
12/11/2023,14:12:49,927.01,743.95,19.92
12/11/2023,14:12:55,926.93,744.69,19.93
12/11/2023,14:13:1,926.88,745.10,19.93
12/11/2023,14:13:7,926.89,745.07,19.93
12/11/2023,14:13:13,927.00,744.07,19.94
12/11/2023,14:13:19,927.01,743.96,19.94
12/11/2023,14:13:25,927.01,743.94,19.93
12/11/2023,14:13:31,927.07,743.44,19.91
12/11/2023,14:13:37,927.13,742.89,19.90
12/11/2023,14:13:43,927.14,742.84,19.89
12/11/2023,14:13:49,927.30,741.39,19.88
12/11/2023,14:13:55,927.14,742.84,19.86
12/11/2023,14:14:2,926.96,744.40,19.85
12/11/2023,14:14:8,927.00,744.08,19.85
12/11/2023,14:14:14,926.92,744.81,19.85
12/11/2023,14:14:20,926.88,745.11,19.84
12/11/2023,14:14:26,926.87,745.20,19.83
12/11/2023,14:14:32,926.90,744.93,19.81
12/11/2023,14:14:38,926.79,745.96,19.80
12/11/2023,14:14:44,926.85,745.42,19.80
12/11/2023,14:14:50,926.88,745.10,19.79
12/11/2023,14:14:56,926.91,744.89,19.79
12/11/2023,14:15:2,926.90,744.97,19.78
12/11/2023,14:15:8,926.92,744.76,19.77
12/11/2023,14:15:14,926.85,745.37,19.76
12/11/2023,14:15:20,926.90,744.95,19.75
12/11/2023,14:15:26,926.95,744.54,19.74
12/11/2023,14:15:32,926.92,744.77,19.74
12/11/2023,14:15:38,926.83,745.54,19.73
12/11/2023,14:15:44,926.85,745.41,19.72
12/11/2023,14:15:50,926.83,745.61,19.72
12/11/2023,14:15:56,926.89,745.07,19.70
12/11/2023,14:16:2,926.91,744.83,19.69
12/11/2023,14:16:8,926.89,745.07,19.69
12/11/2023,14:16:14,926.88,745.17,19.69
12/11/2023,14:16:20,926.84,745.47,19.67
12/11/2023,14:16:26,926.92,744.74,19.67
12/11/2023,14:16:32,926.86,745.30,19.66
12/11/2023,14:16:38,926.91,744.85,19.65
12/11/2023,14:16:44,926.90,744.97,19.65
12/11/2023,14:16:50,926.88,745.12,19.65
12/11/2023,14:16:56,927.00,744.02,19.65
12/11/2023,14:17:2,926.99,744.11,19.65
12/11/2023,14:17:8,926.94,744.57,19.63
12/11/2023,14:17:14,926.96,744.45,19.63
12/11/2023,14:17:20,926.97,744.34,19.66
12/11/2023,14:17:26,926.96,744.46,19.67
12/11/2023,14:17:32,927.13,742.87,19.69
12/11/2023,14:17:38,927.17,742.57,19.70
12/11/2023,14:17:44,927.19,742.39,19.71
12/11/2023,14:17:50,927.15,742.70,19.71
12/11/2023,14:17:56,927.16,742.63,19.74
12/11/2023,14:18:2,927.06,743.49,19.76
12/11/2023,14:18:8,926.96,744.38,19.77
12/11/2023,14:18:14,927.03,743.75,19.80
12/11/2023,14:18:20,926.99,744.19,19.80
12/11/2023,14:18:26,926.99,744.16,19.81
12/11/2023,14:18:32,926.99,744.14,19.86
12/11/2023,14:18:38,927.04,743.66,19.91
12/11/2023,14:18:44,927.20,742.30,19.96
12/11/2023,14:18:50,927.30,741.36,19.99
12/11/2023,14:18:56,927.42,740.34,19.97
12/11/2023,14:19:2,927.46,739.97,19.96
12/11/2023,14:19:8,927.47,739.85,19.95
12/11/2023,14:19:14,927.49,739.71,19.94
12/11/2023,14:19:20,927.69,737.87,19.94
12/11/2023,14:19:26,927.80,736.88,19.94
12/11/2023,14:19:32,927.89,736.11,19.95
12/11/2023,14:19:38,927.87,736.30,20.03
12/11/2023,14:19:44,927.90,735.99,20.10
12/11/2023,14:19:50,927.88,736.19,20.16
12/11/2023,14:19:56,927.84,736.56,20.20
12/11/2023,14:20:40,767.75,2279.49,42.50
12/11/2023,14:20:46,927.27,741.63,20.30
12/11/2023,14:20:52,927.04,743.70,20.29
12/11/2023,14:20:58,926.95,744.51,20.28
12/11/2023,14:21:4,926.58,747.79,20.27
12/11/2023,14:21:10,926.05,752.59,20.25
12/11/2023,14:21:16,925.49,757.59,20.25
12/11/2023,14:21:22,925.11,760.96,20.25
12/11/2023,14:21:28,924.49,766.55,20.26
12/11/2023,14:21:34,924.10,769.99,20.24
12/11/2023,14:21:40,923.62,774.30,20.22
12/11/2023,14:21:46,923.16,778.50,20.20
12/11/2023,14:21:52,922.83,781.45,20.18
12/11/2023,14:21:58,922.81,781.58,20.17
12/11/2023,14:22:4,923.26,777.58,20.18
12/11/2023,14:22:10,923.79,772.79,20.18
12/11/2023,14:22:16,924.40,767.32,20.17
12/11/2023,14:22:22,924.75,764.22,20.18
12/11/2023,14:22:28,925.33,758.97,20.18
12/11/2023,14:22:34,926.08,752.33,20.18
12/11/2023,14:22:40,927.80,736.90,20.18
12/11/2023,14:22:46,927.44,740.12,20.17
12/11/2023,14:22:52,928.61,729.65,20.17
12/11/2023,14:22:58,929.26,723.89,20.17
12/11/2023,14:23:4,928.74,728.52,20.17
12/11/2023,14:23:10,928.89,727.13,20.17
12/11/2023,14:23:16,929.29,723.56,20.16
12/11/2023,14:23:22,929.58,720.99,20.16
12/11/2023,14:23:28,929.74,719.59,20.16
12/11/2023,14:23:34,929.67,720.19,20.16
12/11/2023,14:23:40,929.87,718.41,20.13
12/11/2023,14:23:46,929.93,717.91,20.12
12/11/2023,14:23:52,929.87,718.42,20.09
12/11/2023,14:23:58,929.70,719.91,20.06
12/11/2023,14:24:4,929.40,722.58,20.04
12/11/2023,14:24:10,929.43,722.36,20.04
12/11/2023,14:24:16,929.60,720.82,20.03
12/11/2023,14:24:22,930.34,714.19,20.02
12/11/2023,14:24:28,930.75,710.56,20.03
12/11/2023,14:24:34,930.80,710.16,20.03
12/11/2023,14:24:40,930.75,710.53,20.04
12/11/2023,14:24:46,930.70,710.99,20.03
12/11/2023,14:24:52,930.68,711.16,20.03
12/11/2023,14:24:58,930.65,711.44,20.02
12/11/2023,14:25:4,930.62,711.70,20.02
12/11/2023,14:25:11,930.66,711.37,20.01
12/11/2023,14:25:17,930.93,708.93,20.01
12/11/2023,14:25:23,931.30,705.63,20.00
12/11/2023,14:25:29,931.39,704.84,19.98
12/11/2023,14:25:35,931.51,703.76,19.96
12/11/2023,14:25:41,931.63,702.70,19.96
12/11/2023,14:25:47,931.78,701.39,19.95
12/11/2023,14:25:53,931.80,701.17,19.94
12/11/2023,14:25:59,931.79,701.33,19.93
12/11/2023,14:26:5,931.71,701.98,19.92
12/11/2023,14:26:11,931.65,702.52,19.92
12/11/2023,14:26:17,931.59,703.06,19.91
12/11/2023,14:26:23,931.82,701.05,19.91
12/11/2023,14:26:29,932.08,698.71,19.92
12/11/2023,14:26:35,932.49,695.05,19.92
12/11/2023,14:26:41,932.61,694.03,19.92
12/11/2023,14:26:47,932.74,692.80,19.91
12/11/2023,14:26:53,932.75,692.76,19.90
12/11/2023,14:26:59,932.76,692.67,19.89
12/11/2023,14:27:5,932.72,693.05,19.88
12/11/2023,14:27:11,932.43,695.60,19.86
12/11/2023,14:27:17,932.14,698.19,19.86
12/11/2023,14:27:23,932.19,697.73,19.85
12/11/2023,14:27:29,932.62,693.90,19.84
12/11/2023,14:27:35,932.97,690.83,19.84
12/11/2023,14:27:41,933.26,688.23,19.81
12/11/2023,14:27:47,934.13,680.46,19.81
12/11/2023,14:27:53,934.09,680.86,19.80
12/11/2023,14:27:59,933.87,682.75,19.80
12/11/2023,14:28:33,767.75,2279.49,42.50
12/11/2023,14:28:39,932.87,691.65,19.69
12/11/2023,14:28:45,932.67,693.42,19.71
12/11/2023,14:28:51,932.46,695.37,19.72
12/11/2023,14:28:57,932.25,697.23,19.72
12/11/2023,14:29:3,931.94,699.97,19.70
12/11/2023,14:29:9,931.73,701.85,19.69
12/11/2023,14:29:15,931.79,701.32,19.67
12/11/2023,14:29:21,931.83,700.95,19.65
12/11/2023,14:29:27,931.40,704.74,19.62
12/11/2023,14:29:33,931.13,707.15,19.61
12/11/2023,14:29:39,930.94,708.83,19.59
12/11/2023,14:29:45,930.56,712.26,19.60
12/11/2023,14:29:51,930.39,713.75,19.59
12/11/2023,14:29:57,929.91,718.10,19.60
12/11/2023,14:30:3,929.76,719.43,19.60
12/11/2023,14:30:9,929.43,722.36,19.59
12/11/2023,14:30:15,929.26,723.85,19.60
12/11/2023,14:30:21,928.81,727.87,19.59
12/11/2023,14:30:27,928.47,730.92,19.58
12/11/2023,14:30:33,928.07,734.47,19.58
12/11/2023,14:30:39,927.78,737.09,19.58
12/11/2023,14:30:45,927.67,738.10,19.57
12/11/2023,14:30:51,928.55,730.21,19.58
12/11/2023,14:30:57,928.27,732.74,19.57
12/11/2023,14:31:3,928.06,734.55,19.56
12/11/2023,14:31:9,927.42,740.32,19.54
12/11/2023,14:31:15,927.14,742.79,19.52
12/11/2023,14:31:21,926.70,746.76,19.51
12/11/2023,14:31:27,925.42,758.23,19.49
12/11/2023,14:31:33,925.16,760.55,19.49
12/11/2023,14:31:39,924.71,764.57,19.48
12/11/2023,14:31:46,924.41,767.23,19.49
12/11/2023,14:31:52,924.42,767.18,19.48
12/11/2023,14:31:58,924.40,767.34,19.47
12/11/2023,14:32:4,924.28,768.46,19.47
12/11/2023,14:32:10,923.74,773.24,19.48
12/11/2023,14:32:16,923.24,777.71,19.46
12/11/2023,14:32:22,923.51,775.35,19.45
12/11/2023,14:32:28,923.14,778.63,19.44
12/11/2023,14:32:34,922.75,782.18,19.44
12/11/2023,14:32:40,921.37,794.56,19.44
12/11/2023,14:32:46,920.89,798.83,19.45
12/11/2023,14:32:52,920.64,801.10,19.46
12/11/2023,14:32:58,920.30,804.18,19.47
12/11/2023,14:33:4,919.75,809.15,19.46
12/11/2023,14:33:10,919.14,814.58,19.46
12/11/2023,14:33:16,918.48,820.54,19.46
12/11/2023,14:33:22,918.03,824.58,19.45
12/11/2023,14:33:28,917.43,830.07,19.45
12/11/2023,14:33:34,916.73,836.35,19.44
12/11/2023,14:33:40,917.14,832.62,19.44
12/11/2023,14:33:46,916.93,834.56,19.44
12/11/2023,14:33:52,916.76,836.09,19.44
12/11/2023,14:33:58,915.84,844.37,19.43
12/11/2023,14:34:4,915.37,848.66,19.42
12/11/2023,14:34:10,914.72,854.54,19.42
12/11/2023,14:34:16,914.02,860.88,19.41
12/11/2023,14:34:51,767.75,2279.49,42.50
12/11/2023,14:34:57,916.50,838.41,19.30
12/11/2023,14:35:3,917.33,830.96,19.31
12/11/2023,14:35:9,917.98,825.07,19.32
12/11/2023,14:35:15,918.25,822.67,19.34
12/11/2023,14:35:21,918.38,821.46,19.34
12/11/2023,14:35:27,918.37,821.57,19.33
12/11/2023,14:35:33,918.50,820.41,19.33
12/11/2023,14:35:39,919.08,815.20,19.33
12/11/2023,14:35:45,919.75,809.17,19.31
12/11/2023,14:35:51,920.09,806.05,19.30
12/11/2023,14:35:57,920.09,806.04,19.29
12/11/2023,14:36:3,920.02,806.70,19.30
12/11/2023,14:36:9,919.90,807.75,19.31
12/11/2023,14:36:15,919.89,807.84,19.31
12/11/2023,14:36:21,919.81,808.62,19.29
12/11/2023,14:36:27,920.64,801.09,19.28
12/11/2023,14:36:33,921.37,794.59,19.28
12/11/2023,14:36:39,922.04,788.50,19.27
12/11/2023,14:36:45,921.70,791.54,19.28
12/11/2023,14:36:51,922.27,786.48,19.28
12/11/2023,14:36:57,922.90,780.77,19.27
12/11/2023,14:37:3,923.42,776.14,19.27
12/11/2023,14:37:9,923.53,775.14,19.28
12/11/2023,14:37:15,923.71,773.50,19.28
12/11/2023,14:37:21,924.27,768.54,19.28
12/11/2023,14:37:27,924.81,763.70,19.29
12/11/2023,14:37:33,925.16,760.51,19.27
12/11/2023,14:37:39,925.42,758.16,19.27
12/11/2023,14:37:45,926.16,751.60,19.25
12/11/2023,14:37:51,927.53,739.36,19.24
12/11/2023,14:37:57,927.72,737.63,19.23
12/11/2023,14:38:3,927.77,737.18,19.22
12/11/2023,14:38:9,927.02,743.88,19.23
12/11/2023,14:38:15,928.03,734.88,19.22
12/11/2023,14:38:21,924.34,767.91,19.22
12/11/2023,14:38:27,928.92,726.91,19.21
12/11/2023,14:38:33,929.59,720.96,19.20
12/11/2023,14:38:39,930.19,715.58,19.19
12/11/2023,14:38:45,930.07,716.63,19.18
12/11/2023,14:38:51,930.54,712.43,19.19
12/11/2023,14:38:57,931.18,706.71,19.19
12/11/2023,14:39:3,931.73,701.79,19.18
12/11/2023,14:39:9,932.26,697.11,19.16
12/11/2023,14:39:15,932.72,693.00,19.16
12/11/2023,14:39:21,933.28,688.06,19.16
12/11/2023,14:39:28,933.67,684.55,19.16
12/11/2023,14:39:34,934.02,681.49,19.15
12/11/2023,14:39:40,934.32,678.81,19.15
12/11/2023,14:39:46,934.22,679.68,19.15
12/11/2023,14:39:52,934.17,680.13,19.16
12/11/2023,14:39:58,934.30,678.94,19.15
12/11/2023,14:40:4,934.71,675.31,19.13
12/11/2023,14:40:10,934.87,673.89,19.12
12/11/2023,14:40:16,935.00,672.77,19.11
12/11/2023,14:40:22,935.00,672.78,19.09
12/11/2023,14:40:28,935.07,672.10,19.08
12/11/2023,14:40:34,935.21,670.91,19.08
12/11/2023,14:40:40,935.47,668.56,19.06
12/11/2023,14:40:46,935.96,664.18,19.05
12/11/2023,14:40:52,936.39,660.43,19.06
12/11/2023,14:40:58,936.92,655.65,19.04
12/11/2023,14:41:4,937.48,650.72,19.04
12/11/2023,14:41:10,937.99,646.24,19.04
12/11/2023,14:41:16,938.37,642.80,19.04
12/11/2023,14:41:22,938.43,642.30,19.04
12/11/2023,14:41:28,938.50,641.71,19.03
12/11/2023,14:41:34,938.76,639.39,19.03
12/11/2023,14:42:6,767.75,2279.49,42.50
12/11/2023,14:42:12,937.61,649.61,18.95
12/11/2023,14:42:18,936.98,655.14,18.96
12/11/2023,14:42:24,936.60,658.56,18.96
12/11/2023,14:42:30,936.48,659.59,18.96
12/11/2023,14:42:36,936.40,660.30,18.96
12/11/2023,14:42:42,936.41,660.26,18.96
12/11/2023,14:42:48,936.26,661.52,18.96
12/11/2023,14:42:54,936.59,658.60,18.96
12/11/2023,14:43:0,936.68,657.82,18.96
12/11/2023,14:43:6,936.88,656.08,18.96
12/11/2023,14:43:12,937.04,654.60,18.95
12/11/2023,14:43:18,937.96,646.44,18.95
12/11/2023,14:43:24,938.63,640.52,18.94
12/11/2023,14:43:30,939.24,635.16,18.92
12/11/2023,14:43:36,939.41,633.60,18.92
12/11/2023,14:43:42,939.24,635.14,18.91
12/11/2023,14:43:48,939.12,636.23,18.91
12/11/2023,14:43:54,939.07,636.66,18.91
12/11/2023,14:44:0,939.22,635.32,18.90
12/11/2023,14:44:6,939.33,634.35,18.89
12/11/2023,14:44:12,939.36,634.04,18.89
12/11/2023,14:44:18,939.31,634.55,18.86
12/11/2023,14:44:24,939.28,634.81,18.85
12/11/2023,14:44:30,939.32,634.40,18.84
12/11/2023,14:44:36,939.23,635.27,18.85
12/11/2023,14:44:42,939.21,635.42,18.85
12/11/2023,14:44:48,939.03,637.01,18.84
12/11/2023,14:44:54,939.05,636.83,18.84
12/11/2023,14:45:0,938.85,638.61,18.84
12/11/2023,14:45:6,939.02,637.06,18.84
12/11/2023,14:45:12,939.22,635.32,18.84
12/11/2023,14:45:18,939.03,637.00,18.84
12/11/2023,14:45:24,938.93,637.86,18.82
12/11/2023,14:45:30,938.81,638.93,18.81
12/11/2023,14:45:36,938.92,637.97,18.80
12/11/2023,14:45:42,938.94,637.80,18.80
12/11/2023,14:45:48,938.82,638.83,18.80
12/11/2023,14:46:24,767.75,2279.49,42.50
12/11/2023,14:46:30,938.54,641.37,18.74
12/11/2023,14:46:36,938.51,641.63,18.74
12/11/2023,14:46:42,938.22,644.19,18.74
12/11/2023,14:46:48,937.77,648.15,18.74
12/11/2023,14:46:54,937.48,650.74,18.74
12/11/2023,14:47:0,937.54,650.20,18.74
12/11/2023,14:47:6,937.63,649.41,18.74
12/11/2023,14:47:12,937.35,651.89,18.74
12/11/2023,14:47:18,937.10,654.14,18.74
12/11/2023,14:47:24,936.72,657.44,18.72
12/11/2023,14:47:30,936.46,659.81,18.72
12/11/2023,14:47:36,935.83,665.38,18.70
12/11/2023,14:47:42,935.64,667.09,18.70
12/11/2023,14:47:48,936.10,662.93,18.67
12/11/2023,14:47:54,937.67,649.01,18.67
12/11/2023,14:48:0,937.93,646.78,18.65
12/11/2023,14:48:6,936.84,656.42,18.65
12/11/2023,14:48:12,936.79,656.82,18.66
12/11/2023,14:48:18,936.77,657.03,18.65
12/11/2023,14:48:24,936.77,657.01,18.64
12/11/2023,14:48:30,936.41,660.25,18.64
12/11/2023,14:48:36,935.76,665.99,18.64
12/11/2023,14:48:42,935.03,672.48,18.64
12/11/2023,14:48:48,934.58,676.49,18.64
12/11/2023,14:48:54,934.52,677.00,18.63
12/11/2023,14:49:0,934.43,677.84,18.59
12/11/2023,14:49:6,934.30,678.98,18.56
12/11/2023,14:49:12,934.65,675.86,18.56
12/11/2023,14:49:18,935.53,668.05,18.56
12/11/2023,14:49:24,935.89,664.85,18.55
12/11/2023,14:49:30,935.98,664.00,18.55
12/11/2023,14:49:36,935.57,667.71,18.52
12/11/2023,14:49:42,935.40,669.16,18.50
12/11/2023,14:49:48,935.47,668.59,18.50
12/11/2023,14:49:54,935.32,669.90,18.50
12/11/2023,14:50:0,935.15,671.44,18.49
12/11/2023,14:50:6,934.84,674.17,18.49
12/11/2023,14:50:12,934.82,674.36,18.48
12/11/2023,14:50:18,934.32,678.78,18.49
12/11/2023,14:50:24,933.90,682.50,18.50
12/11/2023,14:50:30,934.91,673.53,18.50
12/11/2023,14:51:2,767.75,2279.49,42.50
12/11/2023,14:51:8,934.19,679.91,18.44
12/11/2023,14:51:14,934.56,676.64,18.47
12/11/2023,14:51:20,934.81,674.39,18.48
12/11/2023,14:51:26,934.55,676.77,18.48
12/11/2023,14:51:32,934.01,681.50,18.48
12/11/2023,14:51:38,933.65,684.76,18.48
12/11/2023,14:51:44,933.25,688.30,18.48
12/11/2023,14:51:50,933.26,688.21,18.48
12/11/2023,14:51:56,933.40,686.95,18.48
12/11/2023,14:52:2,933.58,685.38,18.47
12/11/2023,14:52:8,934.03,681.39,18.45
12/11/2023,14:52:14,934.50,677.16,18.43
12/11/2023,14:52:20,934.75,674.94,18.42
12/11/2023,14:52:26,934.91,673.54,18.42
12/11/2023,14:52:32,934.57,676.55,18.40
12/11/2023,14:52:38,934.69,675.51,18.39
12/11/2023,14:52:44,934.81,674.41,18.39
12/11/2023,14:52:50,934.82,674.30,18.37
12/11/2023,14:52:57,934.83,674.28,18.35
12/11/2023,14:53:3,934.89,673.70,18.35
12/11/2023,14:53:9,934.75,674.95,18.35
12/11/2023,14:53:15,934.58,676.44,18.33
12/11/2023,14:53:21,934.46,677.52,18.31
12/11/2023,14:53:27,934.11,680.66,18.30
12/11/2023,14:53:33,933.80,683.39,18.31
12/11/2023,14:53:39,933.50,686.09,18.30
12/11/2023,14:53:45,933.25,688.29,18.31
12/11/2023,14:53:51,932.98,690.73,18.29
12/11/2023,14:53:57,933.01,690.43,18.29
12/11/2023,14:54:3,933.27,688.14,18.28
12/11/2023,14:54:9,933.69,684.40,18.28
12/11/2023,14:54:15,933.77,683.65,18.28
12/11/2023,14:54:21,934.14,680.42,18.27
12/11/2023,14:54:27,934.25,679.42,18.26
12/11/2023,14:54:33,934.37,678.37,18.26
12/11/2023,14:54:39,934.19,679.92,18.24
12/11/2023,14:54:45,933.66,684.66,18.24
12/11/2023,14:54:51,933.31,687.76,18.24
12/11/2023,14:54:57,933.39,687.07,18.23
12/11/2023,14:55:3,932.94,691.09,18.23
12/11/2023,14:55:9,932.40,695.83,18.22
12/11/2023,14:55:15,931.09,707.53,18.22
12/11/2023,14:55:21,930.71,710.93,18.21
12/11/2023,14:55:27,930.51,712.73,18.21
12/11/2023,14:55:33,930.76,710.45,18.20
12/11/2023,14:55:39,931.39,704.83,18.18
12/11/2023,14:55:45,931.93,700.04,18.18
12/11/2023,14:55:51,932.50,695.00,18.17
12/11/2023,14:55:57,933.20,688.77,18.15
12/11/2023,14:56:3,933.85,682.99,18.15
12/11/2023,14:56:9,933.76,683.75,18.15
12/11/2023,14:56:15,933.52,685.92,18.15
12/11/2023,14:56:21,933.38,687.18,18.17
12/11/2023,14:56:27,933.12,689.46,18.17
12/11/2023,14:56:33,932.98,690.72,18.16
12/11/2023,14:56:39,933.03,690.30,18.16
12/11/2023,14:56:45,933.12,689.49,18.17
12/11/2023,14:56:51,933.33,687.58,18.17
12/11/2023,14:56:57,933.23,688.47,18.17
12/11/2023,14:57:3,932.81,692.18,18.16
12/11/2023,14:57:9,932.52,694.82,18.15
12/11/2023,14:57:15,932.59,694.21,18.15
12/11/2023,14:57:21,932.30,696.71,18.15
12/11/2023,14:57:27,931.64,702.66,18.14
12/11/2023,14:57:33,930.93,708.94,18.15
12/11/2023,14:57:39,930.19,715.53,18.15
12/11/2023,14:57:45,929.89,718.25,18.14
12/11/2023,14:57:51,930.23,715.22,18.14
12/11/2023,14:57:57,930.70,711.06,18.14
12/11/2023,14:58:3,931.21,706.43,18.14
12/11/2023,14:58:9,931.79,701.25,18.15
12/11/2023,14:58:15,932.24,697.28,18.14
12/11/2023,14:58:21,932.25,697.20,18.14
12/11/2023,14:58:27,932.08,698.69,18.13
12/11/2023,14:58:33,932.20,697.65,18.11
12/11/2023,14:58:39,932.29,696.81,18.10
12/11/2023,14:58:45,931.97,699.67,18.09
12/11/2023,14:58:51,931.45,704.34,18.08
12/11/2023,14:58:58,930.97,708.60,18.05
12/11/2023,14:59:4,930.55,712.36,18.06
12/11/2023,14:59:10,930.48,712.93,18.04
12/11/2023,14:59:16,930.68,711.15,18.05
12/11/2023,14:59:22,930.75,710.54,18.05
12/11/2023,14:59:28,930.62,711.76,18.06
12/11/2023,14:59:34,930.94,708.91,18.06
12/11/2023,14:59:40,931.77,701.49,18.06
12/11/2023,14:59:46,932.33,696.53,18.06
12/11/2023,14:59:52,932.39,695.94,18.06
12/11/2023,14:59:58,931.97,699.72,18.06
12/11/2023,15:0:4,931.24,706.21,18.06
12/11/2023,15:0:40,767.75,2279.49,42.50
12/11/2023,15:0:46,931.85,700.72,17.99
12/11/2023,15:0:52,931.88,700.50,18.00
12/11/2023,15:0:58,932.03,699.12,17.99
12/11/2023,15:1:4,932.05,698.96,17.99
